rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,temperature,humidity,pressure,wind_speed,elevation_m,slope_deg,drainage_proximity_m,soil_saturation_pct,historical_flood_events,predicted_rainfall_6h_mm,rainfall_category,flood_probability,water_depth_m,flood_risk_level
3.2,6.9,13.5,20.6,30.9,29.9,67.0,1005.5,30.3,29.3,4.0,248.8,48.4,4,61.2,MODERATE,0.29,0.0,MODERATE
1.1,2.9,5.9,10.5,13.8,34.5,71.1,1005.1,29.8,5.6,2.1,59.7,43.0,5,62.9,MODERATE,0.53,0.95,HIGH
1.7,3.4,6.6,10.9,15.5,25.3,66.3,1004.8,34.5,13.3,1.4,660.9,44.6,6,65.0,MODERATE,0.29,0.0,MODERATE
5.4,14.4,25.1,35.4,61.9,32.8,63.9,1006.7,47.3,22.0,3.6,145.7,62.7,7,71.0,MODERATE,0.65,1.08,HIGH
0.5,1.2,2.2,3.1,4.9,28.4,69.9,1003.8,28.9,62.2,10.3,568.3,44.4,0,54.6,MODERATE,0.05,0.0,LOW
5.3,14.1,24.9,41.9,71.6,33.4,72.5,1000.1,44.1,120.0,0.8,655.3,57.0,0,84.6,MODERATE,0.05,0.0,LOW
8.3,18.1,36.0,54.3,85.7,30.4,74.6,1000.4,42.4,57.0,5.9,862.5,56.4,0,93.1,HIGH,0.22,0.0,LOW
3.7,9.0,17.2,30.2,53.5,29.0,67.4,1004.7,54.3,24.8,3.0,547.7,51.5,4,61.7,MODERATE,0.35,0.34,MODERATE
0.1,0.3,0.5,0.8,1.3,31.7,63.0,1000.4,53.5,26.7,2.9,331.1,25.7,3,66.1,MODERATE,0.16,0.0,LOW
36.1,86.7,169.2,303.2,467.4,32.1,71.2,998.9,45.1,27.6,11.7,361.5,94.1,2,95.2,HIGH,0.98,1.57,CRITICAL
3.3,7.6,15.1,29.7,43.3,32.4,71.8,1005.9,32.3,37.7,3.6,161.9,41.6,3,55.7,MODERATE,0.24,0.0,LOW
11.0,29.4,51.8,88.9,142.3,27.8,68.8,1002.8,31.4,56.6,6.5,89.0,79.7,1,67.0,MODERATE,0.67,0.28,HIGH
0.8,2.1,4.4,8.2,13.4,31.2,57.1,1017.8,20.6,12.6,2.8,68.2,48.6,5,10.4,LOW,0.22,0.0,LOW
10.0,21.0,44.0,81.4,126.1,27.6,91.4,982.5,62.0,11.7,1.3,91.4,62.4,6,134.0,HIGH,0.98,1.92,CRITICAL
1.4,3.8,6.2,12.1,20.6,31.8,57.6,1014.3,36.0,13.1,4.5,1047.6,40.4,6,36.8,LOW,0.1,0.0,LOW
0.7,1.6,3.3,5.1,7.1,34.0,52.4,1015.6,29.0,21.4,9.3,83.3,31.6,3,27.7,LOW,0.11,0.0,LOW
0.3,0.6,1.1,2.1,3.1,23.2,81.7,987.4,47.1,28.9,6.7,503.8,27.2,2,95.4,HIGH,0.18,0.0,LOW
3.3,6.5,13.1,25.5,41.9,31.1,68.4,1002.1,37.7,38.8,1.1,92.6,46.0,1,58.7,MODERATE,0.31,0.1,MODERATE
15.5,40.6,84.1,137.5,195.8,29.5,66.2,1001.8,33.8,13.0,1.6,1421.2,92.0,6,85.1,MODERATE,0.92,1.79,CRITICAL
12.7,27.0,50.0,79.5,120.8,27.0,77.2,993.0,39.7,10.1,2.8,188.5,72.0,5,90.6,HIGH,0.94,1.77,CRITICAL
1.5,3.2,5.6,11.1,19.8,27.9,76.2,998.4,35.9,75.7,3.3,216.9,41.2,0,88.3,MODERATE,0.07,0.0,LOW
9.0,23.8,50.9,90.4,145.9,28.9,76.0,995.6,38.0,6.7,1.1,212.0,66.8,5,82.0,MODERATE,0.96,2.1,CRITICAL
4.3,10.8,18.0,29.3,51.9,23.7,58.2,1019.9,27.0,6.5,1.2,659.2,49.9,4,28.2,LOW,0.34,0.5,MODERATE
6.8,13.8,23.1,43.3,72.0,30.0,71.3,1013.0,21.6,24.6,5.3,108.6,47.3,6,57.0,MODERATE,0.51,0.5,HIGH
0.4,1.1,1.9,3.1,5.1,30.0,58.2,1015.8,19.0,5.6,4.9,690.6,29.3,5,2.0,LOW,0.07,0.0,LOW
10.0,26.2,55.1,83.0,132.5,32.9,65.0,1011.1,46.9,11.2,6.7,421.7,66.5,8,67.2,MODERATE,0.85,1.62,CRITICAL
3.5,6.8,14.7,25.4,34.9,27.4,73.6,995.4,41.0,8.2,9.8,109.6,49.8,5,99.3,HIGH,0.69,1.34,CRITICAL
4.6,11.8,19.5,33.9,52.9,29.5,67.8,1000.5,32.0,5.3,1.6,40.7,52.3,5,64.4,MODERATE,0.75,1.77,CRITICAL
3.6,8.4,17.8,33.7,48.1,35.1,62.3,1009.2,25.8,17.6,7.2,581.8,49.8,4,49.0,MODERATE,0.27,0.0,LOW
19.0,46.3,77.7,130.1,234.2,31.8,74.4,994.6,39.0,10.4,4.1,108.9,85.7,5,88.9,MODERATE,0.98,2.0,CRITICAL
13.5,30.9,67.4,127.4,182.6,33.8,65.5,1011.1,22.1,13.2,11.4,850.6,83.3,5,56.0,MODERATE,0.85,1.62,CRITICAL
25.6,62.9,120.6,191.4,270.9,29.2,81.9,1003.0,30.1,5.9,1.4,67.8,83.1,5,124.9,HIGH,0.98,2.14,CRITICAL
0.1,0.1,0.2,0.3,0.5,31.6,67.5,1001.8,37.8,28.3,1.4,379.1,42.0,3,36.9,LOW,0.11,0.0,LOW
11.1,27.7,42.3,64.5,100.3,30.9,61.6,1011.0,22.9,8.8,4.6,462.7,73.6,5,40.9,MODERATE,0.71,1.36,CRITICAL
0.3,0.6,0.9,1.5,2.0,30.7,65.2,1008.8,27.1,9.6,9.5,422.4,38.3,6,55.6,MODERATE,0.19,0.0,LOW
2.5,5.8,9.4,18.0,24.6,31.3,72.9,1001.9,46.4,7.2,6.4,159.3,45.4,4,88.2,MODERATE,0.61,1.05,HIGH
2.6,5.3,10.8,16.5,28.1,30.5,62.0,1014.9,21.7,12.3,4.8,806.8,41.9,6,16.0,LOW,0.1,0.0,LOW
7.3,18.7,30.9,58.3,89.9,33.2,82.3,995.8,56.6,13.2,2.0,573.2,51.6,4,92.7,HIGH,0.77,1.43,CRITICAL
2.6,5.6,12.2,19.2,26.3,31.0,52.2,1010.2,27.5,15.6,4.7,286.2,38.0,3,25.5,LOW,0.19,0.0,LOW
1.9,4.3,8.4,11.9,18.2,32.9,52.6,1010.0,26.3,63.7,6.0,366.3,37.7,1,24.5,LOW,0.05,0.0,LOW
19.8,44.5,88.3,129.4,184.6,34.0,68.1,1002.4,41.2,44.3,5.2,332.5,83.8,3,78.1,MODERATE,0.88,1.03,CRITICAL
1.9,4.7,7.8,14.5,20.4,33.6,71.8,1007.8,25.2,18.9,4.3,1129.1,37.5,5,38.1,LOW,0.07,0.0,LOW
2.9,6.7,14.1,22.0,39.2,25.7,69.2,994.4,39.0,2.7,0.5,876.6,46.0,5,77.2,MODERATE,0.5,1.03,HIGH
3.5,8.8,17.3,31.1,46.0,32.9,47.2,1012.9,27.8,19.1,4.1,117.0,43.4,4,13.0,LOW,0.24,0.0,LOW
0.6,1.2,2.6,4.7,6.2,32.6,72.6,1003.4,34.3,3.7,2.6,130.8,47.6,8,64.2,MODERATE,0.51,1.31,CRITICAL
8.1,16.6,35.9,57.7,103.1,32.3,73.3,1000.6,44.4,24.3,11.7,1529.9,56.5,5,70.5,MODERATE,0.21,0.0,LOW
3.1,7.3,11.6,19.6,33.2,29.1,56.0,1013.9,38.1,10.9,3.6,117.6,48.6,4,31.7,LOW,0.38,0.6,HIGH
5.6,15.0,23.5,38.6,55.1,28.2,68.4,999.0,37.4,34.7,3.6,1180.8,48.8,3,61.6,MODERATE,0.12,0.0,LOW
12.0,23.5,48.4,95.2,143.3,31.5,73.2,993.0,46.9,53.4,18.2,413.7,76.7,1,106.3,HIGH,0.62,0.44,HIGH
2.2,4.2,8.9,14.2,24.5,27.0,79.6,991.8,46.5,11.7,0.6,34.5,44.3,6,92.6,HIGH,0.7,1.29,CRITICAL
8.5,17.3,33.0,49.8,73.7,30.6,61.3,1010.2,54.1,13.1,1.4,170.4,56.0,5,53.9,MODERATE,0.69,1.33,CRITICAL
1.7,4.0,7.1,11.4,18.1,33.1,79.7,994.1,52.7,18.1,4.0,260.7,34.3,5,92.7,HIGH,0.44,0.64,HIGH
0.5,1.0,2.0,3.6,5.7,32.6,42.4,1019.9,31.6,6.0,1.6,695.3,34.9,6,5.8,LOW,0.09,0.0,LOW
1.0,2.4,4.2,7.6,11.4,26.5,78.3,987.3,47.8,49.2,1.8,166.4,39.0,3,102.7,HIGH,0.24,0.0,LOW
0.7,1.4,2.3,4.5,7.3,30.5,51.4,1019.4,24.5,12.2,8.1,156.3,37.5,4,23.3,LOW,0.16,0.0,LOW
6.6,13.6,25.0,48.2,74.1,31.8,65.8,1006.8,28.0,5.3,3.3,976.0,50.3,4,51.5,MODERATE,0.43,1.15,HIGH
18.7,40.1,66.2,104.2,136.5,27.2,66.5,1004.2,30.1,27.9,0.7,46.3,79.0,2,61.3,MODERATE,0.89,1.25,CRITICAL
12.3,29.5,54.3,90.8,155.0,29.4,76.2,1000.4,55.2,6.5,1.6,319.7,65.2,6,90.5,HIGH,0.96,1.84,CRITICAL
3.1,7.5,16.4,30.3,41.1,32.0,56.5,1008.4,24.1,4.8,0.6,281.6,45.0,5,32.2,LOW,0.45,0.92,HIGH
18.8,37.6,78.4,152.9,234.2,33.9,69.0,1004.7,54.6,16.9,3.1,37.4,85.4,3,77.2,MODERATE,0.98,1.84,CRITICAL
2.6,7.0,15.1,24.2,38.5,33.6,63.9,1014.4,19.1,22.0,1.0,49.9,46.5,5,22.4,LOW,0.3,0.0,MODERATE
6.7,14.6,30.1,50.2,82.9,29.0,77.0,1006.0,40.1,17.2,7.1,197.9,62.9,6,84.1,MODERATE,0.77,1.26,CRITICAL
5.4,13.3,23.2,45.1,67.8,33.8,65.1,1006.3,28.7,21.2,3.3,69.7,46.6,3,45.8,MODERATE,0.51,0.59,HIGH
4.3,10.0,20.7,33.4,55.8,29.5,72.6,1001.9,34.0,4.2,0.5,262.1,62.1,5,84.9,MODERATE,0.83,1.71,CRITICAL
9.8,20.3,43.6,73.5,100.4,27.5,59.9,1004.5,29.8,13.6,1.6,371.7,63.6,4,55.0,MODERATE,0.75,1.47,CRITICAL
0.8,2.0,4.3,8.3,13.5,30.6,54.5,1007.6,31.8,9.9,3.7,461.8,40.6,4,49.5,MODERATE,0.26,0.0,LOW
10.2,26.1,51.6,97.2,166.4,32.3,84.3,990.5,45.7,67.3,1.7,315.5,73.6,0,101.7,HIGH,0.78,0.39,CRITICAL
13.8,30.6,50.5,78.1,136.2,29.5,77.6,993.5,47.7,2.9,2.8,196.4,72.2,7,77.5,MODERATE,0.95,1.98,CRITICAL
13.3,31.5,48.2,76.8,122.1,31.6,69.4,1011.3,21.1,8.4,8.7,67.8,73.4,8,35.2,LOW,0.82,1.48,CRITICAL
10.9,23.0,36.9,59.4,86.5,35.0,60.5,1006.5,26.4,53.2,1.8,123.0,59.8,4,83.0,MODERATE,0.51,0.1,HIGH
5.6,13.6,29.7,57.8,79.8,26.9,72.4,1003.4,29.8,75.9,1.7,221.6,57.7,3,60.6,MODERATE,0.15,0.0,LOW
8.7,18.7,34.0,68.1,100.3,27.5,77.7,1005.2,31.6,33.4,6.3,994.8,62.3,4,85.6,MODERATE,0.44,0.24,MODERATE
3.1,8.0,16.7,31.1,48.9,27.0,68.3,1008.0,37.9,3.4,1.6,101.0,41.5,6,40.8,MODERATE,0.58,1.33,CRITICAL
5.5,11.3,20.7,35.0,48.9,31.0,73.6,1000.4,49.6,16.8,0.6,217.7,41.5,4,81.3,MODERATE,0.62,1.02,HIGH
21.6,41.3,81.0,113.9,202.3,30.2,73.8,998.4,36.4,11.2,1.0,515.8,95.8,5,93.6,HIGH,0.98,1.8,CRITICAL
12.9,27.2,41.3,75.0,131.2,34.8,59.3,1006.7,32.5,31.6,10.7,479.2,75.5,2,88.8,MODERATE,0.76,1.09,CRITICAL
24.7,50.6,84.8,138.5,182.4,30.2,81.9,996.7,47.6,3.0,9.8,1295.4,90.3,6,103.3,HIGH,0.94,1.93,CRITICAL
0.8,1.7,3.1,5.6,8.8,30.1,62.7,1008.5,26.6,6.0,1.2,95.5,33.3,4,35.8,LOW,0.33,0.57,MODERATE
23.3,48.1,93.5,164.9,279.4,28.7,82.6,990.5,46.4,14.1,3.1,21.3,89.2,5,121.2,HIGH,0.98,1.99,CRITICAL
7.0,17.6,28.5,48.1,68.4,32.2,53.7,1013.7,24.4,5.1,0.8,162.9,60.0,5,20.2,LOW,0.61,1.11,HIGH
2.0,4.1,8.3,16.3,25.5,27.1,59.4,1009.0,24.4,23.2,4.2,76.6,35.9,6,45.2,MODERATE,0.26,0.0,LOW
5.4,13.2,23.2,32.9,49.4,37.8,74.0,1007.2,25.4,32.9,1.0,317.1,54.2,2,60.8,MODERATE,0.36,0.1,MODERATE
5.4,12.8,26.6,48.6,67.9,33.1,60.1,1013.4,20.2,23.9,0.5,885.4,50.7,6,26.4,LOW,0.19,0.0,LOW
2.6,7.1,11.1,18.3,29.5,33.1,64.5,1019.2,20.8,12.4,6.4,457.9,38.8,5,34.0,LOW,0.2,0.0,LOW
18.8,50.9,100.5,183.7,330.2,33.4,61.3,1013.6,19.2,39.9,1.7,70.5,89.8,1,50.4,MODERATE,0.98,1.27,CRITICAL
6.4,16.7,28.5,51.5,76.3,30.3,71.8,989.4,45.1,4.7,0.7,61.9,50.4,7,105.9,HIGH,0.92,1.9,CRITICAL
14.3,35.8,73.6,103.5,163.1,28.8,81.6,994.1,41.8,7.4,6.6,936.2,70.4,4,124.0,HIGH,0.95,2.01,CRITICAL
12.8,28.2,50.3,79.1,115.7,28.4,69.8,999.7,33.5,14.1,5.3,269.1,67.2,4,71.7,MODERATE,0.85,1.51,CRITICAL
5.0,12.6,24.7,37.4,64.9,32.2,71.8,1005.2,28.9,3.1,4.3,992.6,55.5,7,58.6,MODERATE,0.46,0.8,HIGH
10.3,27.5,59.2,88.8,153.9,32.2,65.1,1009.4,42.3,3.8,8.8,521.4,83.4,6,42.8,MODERATE,0.88,1.92,CRITICAL
6.0,11.5,17.4,31.9,44.3,27.8,65.7,998.8,33.9,11.1,2.7,1919.9,50.2,5,75.6,MODERATE,0.14,0.0,LOW
3.4,7.9,11.9,18.4,32.3,34.4,68.1,1006.6,34.2,53.8,0.8,793.9,53.7,0,49.7,MODERATE,0.06,0.0,LOW
1.3,2.6,5.3,9.0,12.3,30.5,84.6,998.6,37.8,45.0,0.5,218.2,45.2,0,90.9,HIGH,0.25,0.0,LOW
4.5,10.6,20.8,32.1,43.3,31.8,75.1,999.8,41.6,13.3,1.6,554.5,50.6,4,93.2,HIGH,0.61,1.06,HIGH
14.5,32.9,56.0,97.9,159.3,32.5,77.7,993.0,46.7,4.8,0.6,257.1,81.1,6,94.4,HIGH,0.98,1.83,CRITICAL
26.7,63.1,116.4,213.3,318.4,29.7,80.1,997.2,37.4,5.5,3.0,115.8,96.2,4,100.1,HIGH,0.98,1.93,CRITICAL
3.2,7.5,11.4,18.2,28.6,29.9,78.7,993.5,54.2,10.5,0.4,119.8,31.8,4,108.3,HIGH,0.73,1.17,HIGH
4.3,11.6,18.9,33.3,54.2,31.6,76.2,996.7,41.3,6.2,2.4,207.4,47.5,4,94.2,HIGH,0.79,1.64,CRITICAL
0.5,1.1,1.9,3.6,4.8,30.1,55.9,1014.0,32.1,3.6,1.0,59.9,27.0,5,36.9,LOW,0.33,0.65,HIGH
11.5,29.7,61.9,90.2,130.5,29.7,76.1,996.9,39.8,22.2,1.9,89.4,74.2,3,86.5,MODERATE,0.93,1.67,CRITICAL
5.9,12.7,23.4,42.7,65.3,33.3,60.2,1022.0,43.4,17.7,4.2,278.9,49.3,6,10.4,LOW,0.29,0.0,MODERATE
4.7,10.6,20.3,32.3,46.3,28.9,61.0,1009.2,34.9,8.2,1.8,1184.4,62.8,6,38.5,LOW,0.24,0.0,LOW
7.2,16.5,34.8,51.3,68.0,36.7,74.4,1006.6,52.8,29.2,1.8,342.6,51.1,4,60.2,MODERATE,0.45,0.38,MODERATE
7.5,15.9,27.2,47.0,63.2,26.2,73.9,997.7,40.6,28.9,16.7,214.5,52.9,2,90.0,HIGH,0.43,0.38,MODERATE
0.4,0.8,1.6,2.5,4.2,28.2,59.3,1011.0,26.4,14.2,4.7,120.6,34.1,4,39.8,LOW,0.21,0.0,LOW
12.3,29.3,61.6,116.5,204.6,33.3,77.4,1000.1,43.7,3.8,2.8,97.9,87.6,7,80.9,MODERATE,0.98,2.0,CRITICAL
5.7,13.5,22.1,31.6,43.5,32.6,66.3,1006.0,43.3,47.1,3.3,423.2,40.7,1,56.1,MODERATE,0.13,0.0,LOW
1.7,4.1,7.2,10.5,15.0,30.4,58.8,1022.0,36.6,21.9,3.7,731.7,32.7,4,26.9,LOW,0.07,0.0,LOW
15.7,34.1,74.6,127.8,207.9,32.1,67.7,1004.2,31.4,7.1,0.4,208.4,79.1,5,65.6,MODERATE,0.98,1.83,CRITICAL
5.1,11.1,24.3,42.5,75.6,35.7,60.5,1014.8,30.2,19.0,0.6,319.0,58.5,4,28.8,LOW,0.48,0.73,HIGH
14.2,33.9,56.1,103.1,149.4,29.8,75.7,999.0,35.4,11.3,4.0,481.1,74.0,5,111.1,HIGH,0.96,1.92,CRITICAL
18.8,37.7,58.3,90.7,156.8,37.1,70.2,1004.7,34.0,20.2,1.9,37.8,87.8,6,66.5,MODERATE,0.95,1.57,CRITICAL
4.1,8.7,14.7,28.0,43.5,28.4,46.6,1020.1,13.6,13.6,0.5,179.2,40.7,5,15.0,LOW,0.3,0.0,MODERATE
6.7,12.9,22.9,45.2,80.4,31.7,67.2,999.7,36.3,14.0,1.5,512.2,64.5,5,75.3,MODERATE,0.73,1.29,CRITICAL
0.3,0.5,0.9,1.6,2.2,35.7,60.9,1020.4,33.1,26.0,0.8,453.5,43.5,2,5.5,LOW,0.07,0.0,LOW
2.8,5.9,11.4,21.3,38.0,33.7,63.1,1011.0,22.5,19.1,9.0,35.8,51.8,4,32.5,LOW,0.3,0.0,MODERATE
12.4,23.8,50.6,86.7,131.9,29.5,69.7,1000.2,40.3,3.5,1.1,118.2,72.4,8,87.1,MODERATE,0.97,2.06,CRITICAL
0.1,0.2,0.4,0.5,1.0,30.7,57.5,1010.4,29.1,3.2,0.8,447.9,33.6,5,34.5,LOW,0.22,0.0,LOW
0.2,0.4,0.9,1.4,2.2,32.9,56.5,1013.3,20.0,8.5,3.7,135.3,42.0,6,10.0,LOW,0.17,0.0,LOW
0.2,0.4,0.7,1.0,1.5,33.4,54.2,1010.3,25.1,12.1,2.9,655.0,31.5,5,36.6,LOW,0.12,0.0,LOW
14.9,33.6,51.3,102.3,174.2,30.4,78.6,991.7,47.7,7.8,3.3,26.4,84.2,6,99.4,HIGH,0.98,2.15,CRITICAL
5.9,15.4,28.5,43.9,72.9,32.4,70.4,998.8,35.4,21.0,2.3,95.2,54.8,5,81.2,MODERATE,0.74,1.31,CRITICAL
3.1,7.8,12.0,21.4,34.4,27.8,65.4,1002.9,42.4,5.9,2.5,140.5,40.0,6,95.6,HIGH,0.73,1.49,CRITICAL
0.8,1.7,3.0,4.7,7.0,30.0,68.7,1004.4,56.7,23.9,5.6,1000.8,38.3,4,70.9,MODERATE,0.1,0.0,LOW
7.0,18.5,39.3,70.4,119.3,29.1,66.1,1010.3,23.9,28.7,1.2,619.7,71.5,5,57.1,MODERATE,0.66,0.92,HIGH
3.2,6.8,11.4,17.4,30.9,29.9,77.8,1006.5,27.5,4.4,2.1,834.1,38.9,6,61.8,MODERATE,0.33,0.65,HIGH
2.9,5.7,11.3,21.2,27.6,31.7,70.0,993.6,43.8,20.9,11.4,235.7,44.9,3,70.0,MODERATE,0.29,0.0,MODERATE
7.1,19.2,32.8,48.1,76.7,31.4,71.7,1008.2,35.1,60.6,1.0,672.1,44.9,0,74.7,MODERATE,0.16,0.0,LOW
4.8,12.5,19.1,37.1,64.3,37.9,69.3,1010.2,24.7,5.9,1.5,744.9,47.4,4,43.9,MODERATE,0.44,0.64,HIGH
2.0,4.6,8.6,16.4,26.7,31.8,60.8,1009.8,22.7,45.2,1.0,209.1,40.0,0,37.4,LOW,0.11,0.0,LOW
3.9,9.5,19.8,35.7,60.7,32.1,62.2,1014.2,24.2,18.8,0.4,1989.5,53.5,4,57.7,MODERATE,0.1,0.0,LOW
1.2,3.0,5.4,7.8,13.6,31.9,60.6,1012.1,45.2,18.1,1.4,739.1,43.1,3,38.1,LOW,0.13,0.0,LOW
8.9,18.3,35.4,53.9,90.4,29.6,66.3,1008.9,27.4,3.0,0.5,1403.3,60.3,5,67.9,MODERATE,0.55,1.11,HIGH
2.2,4.5,9.6,18.3,30.4,30.5,76.5,1004.4,32.4,26.8,0.9,780.2,46.2,3,72.5,MODERATE,0.24,0.0,LOW
2.1,4.8,9.9,14.6,26.0,31.6,82.8,990.9,69.6,13.7,1.9,583.9,41.4,4,101.8,HIGH,0.52,1.05,HIGH
9.2,24.1,39.4,58.8,101.8,31.5,68.2,1008.7,33.1,25.0,0.4,1109.3,65.0,4,63.4,MODERATE,0.47,0.57,MODERATE
7.2,13.6,27.5,47.4,81.0,28.9,65.0,1006.8,35.7,31.8,5.2,221.9,59.0,3,47.8,MODERATE,0.44,0.52,MODERATE
0.9,2.4,4.4,6.9,9.3,28.7,59.3,1007.3,31.6,15.4,5.9,596.2,35.0,3,55.5,MODERATE,0.16,0.0,LOW
1.3,2.5,5.1,7.8,11.0,28.1,76.1,994.1,67.9,7.5,2.2,106.0,36.2,4,109.8,HIGH,0.69,1.29,CRITICAL
20.2,46.1,85.2,148.7,234.7,29.6,81.9,995.8,46.1,4.7,14.9,516.5,93.0,5,107.1,HIGH,0.98,2.11,CRITICAL
3.5,8.4,13.3,21.7,35.9,34.9,53.8,1014.0,36.3,5.1,4.3,599.7,53.9,5,47.4,MODERATE,0.38,0.77,HIGH
2.4,5.8,11.0,16.4,23.8,27.3,63.5,1004.7,37.3,38.3,5.1,494.0,47.6,3,58.2,MODERATE,0.13,0.0,LOW
5.3,10.3,18.9,32.6,43.9,30.7,64.5,1010.8,32.1,4.4,1.0,735.4,41.4,7,57.8,MODERATE,0.42,0.8,HIGH
0.8,1.7,3.2,5.3,7.7,31.1,63.4,1005.2,29.9,10.7,6.7,217.7,31.5,6,87.0,MODERATE,0.41,0.64,HIGH
4.3,10.1,21.3,39.2,66.0,26.1,64.4,1005.3,30.0,9.3,10.5,314.0,50.5,6,85.1,MODERATE,0.66,1.28,CRITICAL
0.1,0.1,0.3,0.4,0.7,29.7,60.1,1013.0,31.5,38.1,1.2,19.1,35.7,2,32.7,LOW,0.1,0.0,LOW
3.5,7.1,12.9,22.8,40.1,28.4,65.2,1000.6,34.7,13.7,4.4,75.0,46.3,7,68.0,MODERATE,0.57,1.01,HIGH
0.4,1.1,1.9,3.2,4.8,28.8,63.0,1005.8,33.2,103.5,5.1,407.7,42.5,1,38.3,LOW,0.05,0.0,LOW
5.7,13.2,24.5,40.3,59.8,30.6,75.2,1001.1,33.7,26.0,1.6,329.0,57.9,3,85.1,MODERATE,0.61,0.95,HIGH
3.8,7.7,14.3,22.1,33.2,29.8,64.9,1001.3,44.7,36.3,2.6,98.5,44.1,3,71.0,MODERATE,0.33,0.1,MODERATE
3.7,8.6,18.6,26.4,39.3,28.9,62.6,1002.4,31.0,3.9,0.7,121.0,44.7,5,49.1,MODERATE,0.6,1.17,HIGH
0.3,0.7,1.3,2.5,4.2,32.0,63.9,1006.9,39.6,7.3,1.0,175.3,38.7,5,66.0,MODERATE,0.44,1.03,HIGH
4.0,7.6,12.9,20.6,30.5,34.4,75.4,1000.9,38.9,4.6,0.5,493.9,48.7,6,72.5,MODERATE,0.56,1.07,HIGH
4.1,10.0,18.7,33.7,44.2,36.2,59.0,1015.7,18.1,13.2,3.2,372.5,49.9,5,22.5,LOW,0.29,0.0,MODERATE
4.2,8.1,15.8,31.1,47.3,24.8,72.2,997.4,41.4,24.8,3.7,42.4,45.8,6,84.3,MODERATE,0.59,0.86,HIGH
9.3,17.7,34.5,60.0,84.7,31.9,70.0,1003.4,31.7,5.3,9.0,557.2,55.2,4,61.8,MODERATE,0.62,1.55,CRITICAL
3.0,6.1,11.6,19.1,25.1,29.7,62.8,1001.3,34.3,4.5,3.0,130.8,36.3,5,60.2,MODERATE,0.51,1.07,HIGH
1.6,3.7,6.0,9.3,14.3,32.7,61.2,1017.3,18.3,19.2,1.4,438.3,39.9,5,46.9,MODERATE,0.21,0.0,LOW
5.5,13.9,21.1,41.4,58.1,29.9,69.1,1006.7,26.2,6.7,0.5,65.0,54.1,6,50.6,MODERATE,0.71,1.26,CRITICAL
10.2,21.7,37.7,68.2,104.1,32.2,59.5,1013.8,52.5,13.7,7.9,2361.9,67.3,5,55.0,MODERATE,0.12,0.0,LOW
1.4,3.3,6.0,10.8,15.6,29.3,83.6,992.4,40.6,2.9,2.6,46.8,45.0,7,90.4,HIGH,0.71,1.5,CRITICAL
0.2,0.4,0.6,1.0,1.5,29.5,61.1,1007.3,33.8,22.5,5.0,529.4,42.8,5,34.8,LOW,0.09,0.0,LOW
4.9,10.2,21.0,40.1,72.0,29.5,68.1,1012.6,23.4,16.0,0.4,311.2,47.9,4,43.8,MODERATE,0.54,0.73,HIGH
20.0,46.2,80.4,146.9,231.2,29.7,68.7,1005.7,35.0,20.8,2.6,49.1,92.0,5,105.4,HIGH,0.98,1.76,CRITICAL
15.4,39.0,83.5,131.1,212.8,32.5,59.6,1014.1,21.6,7.8,1.7,25.3,92.2,5,52.7,MODERATE,0.98,1.87,CRITICAL
5.5,14.1,22.7,40.0,70.4,31.6,71.9,1000.6,40.8,7.9,0.4,186.2,54.0,5,81.1,MODERATE,0.82,1.55,CRITICAL
1.6,4.1,6.4,10.6,15.7,34.4,58.5,1017.0,25.6,31.1,5.5,630.8,35.2,2,19.8,LOW,0.05,0.0,LOW
2.1,4.5,8.3,11.6,16.0,31.8,61.1,1022.0,19.4,24.8,2.8,31.0,46.6,3,13.9,LOW,0.16,0.0,LOW
5.6,14.2,23.2,43.7,63.0,31.0,65.6,1001.9,31.5,17.6,1.7,478.1,49.4,3,46.5,MODERATE,0.42,0.7,HIGH
7.5,15.5,33.4,49.2,73.9,32.6,67.7,1001.2,39.8,19.8,6.0,419.8,44.4,3,92.1,HIGH,0.62,0.91,HIGH
7.1,17.8,26.8,45.7,74.2,35.3,63.9,1017.4,17.4,3.8,2.4,132.3,55.5,6,36.5,LOW,0.7,1.58,CRITICAL
2.2,5.9,10.5,16.8,21.9,32.4,54.9,1018.4,13.9,36.9,0.3,45.7,39.8,1,19.4,LOW,0.13,0.0,LOW
6.3,12.0,25.9,41.5,71.7,29.5,76.6,1000.6,36.2,28.4,10.4,953.2,64.0,4,80.6,MODERATE,0.31,0.1,MODERATE
5.9,13.4,23.7,39.9,53.4,30.7,79.9,1001.4,35.6,18.1,1.3,150.7,52.1,3,105.4,HIGH,0.78,1.6,CRITICAL
7.4,18.0,28.1,56.2,98.4,27.5,68.4,1002.6,34.9,47.1,6.5,59.9,60.5,1,71.8,MODERATE,0.53,0.22,HIGH
6.9,17.1,29.2,48.1,85.3,28.6,81.0,993.6,48.8,5.3,6.2,449.8,57.5,5,97.8,HIGH,0.84,1.68,CRITICAL
5.2,10.6,19.6,29.6,53.1,31.5,69.0,997.2,38.3,22.9,0.9,107.8,48.6,6,98.1,HIGH,0.72,1.1,HIGH
0.2,0.5,0.8,1.3,2.3,31.1,79.1,996.5,39.1,61.3,2.5,260.3,46.7,1,83.0,MODERATE,0.09,0.0,LOW
